Industry,"('OLS', 'likelihood')","('OLS', 'aic')","('OLS', 'bic')","('OLS', 'alpha')","('OLS', 'beta')","('OLS', 'sigma2')","('OLS', 'alpha_se')","('OLS', 'beta_se')","('HMM', 'convergence')","('HMM', 'likelihood')","('HMM', 'aic')","('HMM', 'bic')","('HMM', 'alpha_0')","('HMM', 'alpha_1')","('HMM', 'beta_0')","('HMM', 'beta_1')","('HMM', 'sigma2_0')","('HMM', 'sigma2_1')","('HMM', 'p00')","('HMM', 'p10')","('HMM', 'alpha_0_se')","('HMM', 'alpha_1_se')","('HMM', 'beta_0_se')","('HMM', 'beta_1_se')","('HMM', 'sigma2_0_se')","('HMM', 'sigma2_1_se')","('HMM', 'p00_se')","('HMM', 'p10_se')","('HMM', 'alpha_cov')","('HMM', 'beta_cov')","('HMM', 'sigma2_cov')","('HMM', 'prob_cov')","('HMM', 'prob_0')","('HMM', 'prob_1')","('HMM', 'mean_prob_0')","('HMM', 'mean_prob_1')"
Hardw,1923.9112562290484,-3843.8225124580968,-3833.7946815084756,0.002109177895628778,1.11540111152804,0.0018430215094317154,0.0012972270213554003,0.024142773035879802,True,2020.1325978884902,-4024.2651957769804,-3984.153871978496,0.001603629763316443,0.008289620761154911,1.0483595696571864,1.6635523608599885,0.0012702118294024571,0.005620127120039745,0.9961702153605545,0.03429803858384006,0.0011156432131690529,0.007200378726850089,0.030718635344467077,0.21076672382781703,7.177971145858855e-05,0.0010368064546799742,0.002850674116207776,0.02265456119011472,-3.483710375299084e-07,-0.0006400249382117405,4.94844229257523e-10,-1.914697570970105e-05,0.9929889065222918,0.0070110934777081,0.8952373467357166,0.10476265326428236
Softw,661.463013270169,-1318.926026540338,-1309.9906290881293,-0.002419923228091195,1.6210266023576807,0.0075289506374240185,0.0034425077530455092,0.0767602601945956,True,857.9143748034044,-1699.8287496068087,-1664.087159797974,0.0035712242634033916,-0.00479391618287312,1.1145008530833729,1.9006804047235213,0.0010324394004730217,0.013479074815832635,0.9858045003459525,0.014406755048166357,0.0021266235822272606,0.006516930156975164,0.06937583101261963,0.13297570466504516,0.00010855943931713596,0.0025495314708257797,0.00805040119621191,0.0126755139155417,-6.035538210788519e-07,0.0006129565301082777,9.218560999002141e-08,-4.7001115526973566e-05,0.9946627204798556,0.005337279520144349,0.5027574766388475,0.4972425233611518
Chips,1813.289642471093,-3622.579284942186,-3612.551453992565,1.7709791596540354e-05,1.3439045825323377,0.002248731066035679,0.001432912081554113,0.02666801615740721,True,1943.9019966791684,-3871.803993358337,-3831.6926695598527,-0.00010936538298137138,0.000660269798150667,1.2726931825133607,1.3858853499575594,0.0008900386541336225,0.004259543754050105,0.9884192446940024,0.015398789748752835,0.0012707151566856301,0.003236612651422648,0.040400530725450426,0.06507454729609814,0.00011330677011341851,0.0004900223259561835,0.006671029156412885,0.009572128803914358,-3.596708844256643e-07,-0.0008003382357031349,2.9337871060412193e-08,-2.473478294498959e-05,0.16183850677586287,0.838161493224137,0.6006540970881735,0.3993459029118284
LabEq,1922.579330159148,-3841.158660318296,-3831.1308293686748,0.002080933163666068,0.9963497366955893,0.0018474418529674447,0.0012987817386808486,0.024171707977031453,True,1992.0108795471124,-3968.0217590942248,-3927.9104352957406,0.005097765553573139,0.0014787737380658047,0.6531428454065712,1.259234728146502,0.0017285527117989062,0.0015372404847739545,0.9940528223948922,0.0025294204810366243,0.0025390975415958686,0.0013546690027874896,0.04923046534048905,0.034178342515762496,0.00028456418556915375,0.00011346893255862966,0.0075343085743392576,0.00241680593881308,1.9150272881286348e-08,5.416654255423194e-05,-1.4471731972094592e-08,-8.746741042158726e-06,0.0058478527614598975,0.9941521472385402,0.26751518376588257,0.7324848162341179
Paper,692.174746205417,-1380.349492410834,-1370.4042799082306,0.0009398024695714442,1.667590685118458,0.01602791967204752,0.003899461468924843,0.07218204626218844,True,1777.324908443597,-3538.649816887194,-3498.86896687678,-0.0011955706514977665,0.05358328718278885,1.116843982010424,2.694473711022477,0.0012226163581780588,0.1489877113908718,0.989839805337496,0.10250015923412834,0.0011627513226224054,0.03687866657809482,0.03482586318923474,0.8628800891996288,0.0001129772773349946,0.06349908082588704,0.005543646089608219,0.06139392384715948,-9.126688891069637e-07,-0.0010700948564268595,3.2870437836615155e-06,-0.0001607205245035868,0.9990093297376161,0.0009906702623838559,0.9471057558111535,0.05382186980668193
Boxes,2164.0070704249597,-4324.014140849919,-4313.986309900299,0.0016099087514605459,0.9540519347221714,0.001196713854219491,0.0010453120191653146,0.019454367211698208,True,2265.014709977917,-4514.029419955834,-4473.918096157349,0.0014789751993402143,0.0012021410857797916,1.0213163063252297,0.9059563056051444,0.0005973558471518684,0.0023226485522039675,0.9911821471989067,0.0148042083183633,0.0014503374574232238,0.0029630577958128963,0.0456935819708393,0.048665401211679324,7.509447651824194e-05,0.000402492476495006,0.0058982461925383796,0.013554519647907574,-1.7929793580821388e-06,-0.00012040442797376901,1.890706815181847e-08,-3.8259478710281967e-05,0.3607339349058214,0.6392660650941786,0.659316090016525,0.34068390998347375
Trans,2108.7847832987045,-4213.569566597409,-4203.541735647788,-0.0009731302989764779,1.1392969763477643,0.0013216751774745182,0.0010985331104864204,0.02044486826304446,True,2211.3101270408233,-4406.620254081647,-4366.508930283162,-0.00211345220384602,0.009335956478762125,1.1153149914317992,1.1857694284430953,0.0008064406973630474,0.0052684122981461875,0.9814228387708882,0.14986816274736192,0.0012767264679758486,0.00746569431187471,0.04666040184819874,0.18044065773575238,0.00010752633305249734,0.002443776924417424,0.01189024532530058,0.09586951259204485,1.7823976138854309e-06,-0.005460577187691424,2.2203829366855855e-07,-0.00012872014221134624,0.9842462944531339,0.015753705546866136,0.8888603364279806,0.11113966357202411
Whlsl,1883.7669183420276,-3763.533836684055,-3753.506005734434,-0.0017124124891590175,1.0887857311300213,0.001981013130789991,0.0013449138366581038,0.025030275330932345,True,2190.9617093954625,-4365.923418790925,-4325.8120949924405,-0.0007643726951022344,-0.0032626542048848402,1.047255074786775,1.1224408458566115,0.0005106433871188686,0.005398372977355247,0.9870296580972946,0.029264630600837376,0.0010027826070365823,0.004260064376036394,0.02574424999542452,0.09282805173691872,5.245425057428077e-05,0.000982304512874169,0.006851564565068059,0.01798197377449894,-8.429603200209802e-07,-0.00028112185324604837,2.55793706958569e-08,-6.153839735928968e-05,0.9937076951111752,0.006292304888824872,0.7008964196779646,0.2991035803220389
Rtail,2317.633683358127,-4631.267366716254,-4621.239535766634,0.0012586631525311799,0.9674671481052852,0.0009078033377292283,0.0009104302353379978,0.016944073916839872,True,2374.219296986422,-4732.438593972844,-4692.327270174359,0.0016825699917676139,0.0011094296787000518,0.9857247004341154,0.9191598071869534,0.0013937092111172972,0.0003801844829322606,0.9672820566327823,0.03534504690930507,0.0017550497430032536,0.0011822225100523095,0.03302231559668667,0.04258885020465494,0.00014056365932952532,4.892351453943519e-05,0.01682836944215944,0.0158703834918773,-6.726071007402605e-07,-0.00041824769473561903,2.988334304196455e-09,-0.00015451524838064416,0.6485968453949398,0.35140315460506016,0.5162413342451221,0.4837586657548767
Meals,1978.0086065358596,-3952.017213071719,-3941.989382122098,0.001717422228707474,0.9408996338083571,0.0016721478818958887,0.0012356290954809047,0.022996370193981656,True,2064.5618610960228,-4113.1237221920455,-4073.0123983935614,0.0004881375992266889,0.005017128155943253,0.9461624020549346,0.9314475050002488,0.0008637694417487669,0.003811149378814336,0.9759110031341675,0.06586689964112126,0.0013675473415805035,0.004281024486577599,0.06581127030280033,0.1546838576976377,0.00014925508750171079,0.001731872656099179,0.01045640750790332,0.07986805744325468,-6.937057120068929e-07,-0.007653737241753386,2.3453840993957755e-07,-0.0005603541400440107,0.9429297345635823,0.057070265436417765,0.72811029574632,0.2718897042536813
Banks,1906.321826323021,-3808.643652646042,-3798.615821696421,0.002177180750632344,1.0465414851997379,0.0019022587859873152,0.0013179094859349148,0.024527695674666745,True,2070.894098311388,-4125.788196622776,-4085.676872824292,0.0010933786564008105,0.006625787777796339,1.0074473514806404,1.0866811706711823,0.0008391545899410723,0.005570822903055011,0.9845469634343841,0.05263898799599717,0.0011335792718640168,0.00548559331363364,0.04103608817861962,0.0652775371563168,7.482514551288806e-05,0.0009571846595079395,0.00747752282371229,0.024026529380672547,-1.1882617339905213e-06,-0.0008487817245685813,4.1753298315699316e-08,-8.827413617688445e-05,0.9877581552682779,0.012241844731722072,0.7783243586953836,0.22167564130461792
Insur,1886.8088587092975,-3769.617717418595,-3759.589886468974,0.0005292722420905916,1.117860497023043,0.0019702043735552776,0.0013412397746044935,0.024961897132806797,True,2050.4057229880827,-4084.8114459761655,-4044.7001221776814,-0.00049787519897349,0.011119119982435305,0.9532369249103547,1.3684322257312764,0.0009655359571583259,0.006687723952669448,0.9756428634051408,0.13937461652231253,0.001132130773622842,0.008335254192804576,0.045258368731646605,0.12112845647759159,0.00010399727490640717,0.0018223452527418326,0.008743228597538144,0.06832538915029973,-1.939812304679122e-06,0.0009395341743618263,1.4602529956154762e-07,-7.772210383789115e-05,0.9782064091017892,0.02179359089821076,0.8500665663090822,0.14993343369091752
RlEst,1401.663481766203,-2799.326963532406,-2789.2991325827848,-0.003352977661266427,1.2906857313184676,0.004714773646772836,0.0020748237388685366,0.0386146740642361,True,1609.7564335155162,-3203.5128670310323,-3163.401543232548,0.005987007601622016,-0.005065124783383153,1.493439982063416,1.1370761910184066,0.01575087779364332,0.001778287002187961,0.8772006820867199,0.030581115939533905,0.010899660457086487,0.0019288063780883058,0.15961224683735983,0.11260605682818912,0.0071198822680665925,0.00028096769737392805,0.10054824855635454,0.012622424133496568,-6.548014866127497e-06,-0.0056168878774559014,1.6913527205499813e-06,-0.0007295625750385532,0.029871992563764466,0.9701280074362356,0.2011319244240493,0.798868075575951
Fin  ,2227.021189066063,-4450.042378132126,-4440.014547182505,-0.0005103115072983659,1.300146622003703,0.0010684880371576231,0.0009877240231043242,0.018382593423761726,True,2388.8960218603506,-4761.792043720701,-4721.680719922217,0.0034387648500502875,-0.0006262728632702424,1.537247880673419,1.127227991362803,0.0023038211380400036,0.00048637291909487686,0.9502892123797261,0.0172380564664099,0.004408314785612868,0.0009543494587052373,0.05881740343559657,0.04099781548310531,0.0007150903014087606,6.072492671108147e-05,0.03692530070791288,0.007720095822425741,-1.7106540785806602e-06,0.0005978592366878541,3.57121922298391e-08,-9.381802772967708e-05,0.01303029862645325,0.9869697013735468,0.2512742538163577,0.7487257461836432
Other,1825.881572400243,-3647.763144800486,-3637.7353138508647,-0.002547980713481642,1.0583213536283196,0.0021983756142528437,0.0014167777688324718,0.02636773945663243,True,1956.6820515043019,-3897.3641030086037,-3857.2527792101196,-0.00017804938692628745,-0.007557737367436878,1.0636137140074944,1.050005818550079,0.0009190584177089909,0.0048211371124081285,0.9791942468179579,0.04470333317127821,0.0015027932751823787,0.004861065625453964,0.06092853461811533,0.0827721268919916,0.00036653190018085,0.0017132526393731115,0.02641620028486342,0.024596734408606578,1.3537250742749994e-06,-0.0026688422745482186,5.861557578548176e-07,-0.00039277752518462005,0.9267476053509882,0.07325239464901173,0.6763114091664596,0.3236885908335421
